l3,geo_f,i_1y,i_wiu,ipm_1y,ipm_wiu,o_Q1_wiu,o_Q5_wiu,pm,qs_Q1,qs_Q5
0713: Bicycles,Denmark,0.0639494588237641,0.0604365743742248,0.000217655827996883,0.000205699514564599,2.10714060990463e-05,3.82984678026222e-05,0.00340356012388959,0.000696428571428571,0.00316071428571429
0512: Carpets and other floor...,Denmark,0.181986957540913,0.0986721184170496,0.000377836166570085,0.000204860257426229,9.73698353024466e-05,6.23912434576933e-05,0.00207617167557265,0.00124772727272727,0.00199636363636364
0952: Newspapers and periodicals,Denmark,0.0486447736332916,0.0291995731791617,0.00033223459295964,0.000199427555833762,0.000169025474206821,4.92298698940122e-05,0.00682981064860511,0.00735777777777778,0.00535111111111111
0622: Dental services,Denmark,0.0270506282438465,0.0155639285321909,0.000279581161636706,0.000160860634342216,0.000138409396452414,3.46437435715123e-05,0.0103354775762114,0.0121466666666667,0.00759166666666667
0532: Small electric househol...,Denmark,0.0627137679952512,0.0620214962782346,0.00014941505597725,0.000147765724089596,4.54808707352476e-05,4.2499593793765e-05,0.00238249208672271,0.00105,0.00245
"1231: Jewellery, clocks and w...",Denmark,0.0354795504669958,0.0475428121533377,0.000104253356147986,0.000139700127607575,7.16501391267817e-05,3.34767316338452e-05,0.00293840690695801,0.00259,0.00302166666666667
0442: Refuse collection,Denmark,0.0430662103684043,0.0223520615542574,0.000256023668731991,0.000132880435819417,8.43463067565753e-05,3.06121134199954e-05,0.00594488501639382,0.00558933333333333,0.00506533333333333
0820: Total,Denmark,0.0318832957998536,0.0173402152646109,0.000233672657916175,0.000127086428428107,0.000132658506953415,4.42724016843643e-05,0.00732899946677558,0.007752,0.00646
0443: Sewerage collection,Denmark,-0.00103163580515464,0.00900584717254138,-1.29096388038252e-05,0.000112696974590304,7.21680606966705e-05,2.61922180626524e-05,0.0125137560555007,0.0117653333333333,0.0106623333333333
0551: Major tools and equipment,Denmark,0.0642991559923345,0.0254230502725108,0.000214469122468561,8.47983025324549e-05,8.52423386239398e-06,5.68962088107765e-06,0.0033354889214118,0.002205,0.003675
0562: Domestic services and h...,Denmark,0.045151015489755,0.0254272553179362,0.000145478238760768,8.19275553395492e-05,6.20889436651479e-05,2.48652880292095e-05,0.00322203691728214,0.003124,0.003124
0623: Paramedical services,Denmark,0.0222565551570577,0.0139690697852641,0.000128020074930831,8.03503214223355e-05,6.85821215447573e-05,1.71660414197653e-05,0.00575201660937341,0.00676,0.004225
1255: Total,Denmark,0.0528517227255083,0.0325424443425597,0.000129516491482135,7.97473194467275e-05,2.86529265421031e-05,1.72123222580069e-05,0.0024505632892005,0.00146571428571429,0.00219857142857143
1232: Other personal effects,Denmark,0.0353950709686339,0.0131215363740917,0.000212427447924479,7.87503572818549e-05,7.15152555347255e-05,3.34137106562434e-05,0.00600161101845864,0.00529,0.00617166666666667
1254: Total,Denmark,-0.00155022570720398,0.0107576274338761,-1.10802014401428e-05,7.68898866993629e-05,-4.84749407281756e-06,-2.91197585009375e-06,0.00714747626016814,0.004275,0.0064125
0954: Stationery and drawing ...,Denmark,0.160489778950274,0.0962296494400763,0.000127455209449635,7.64221260996941e-05,5.44221563302341e-05,1.58508395735114e-05,0.000794164028907571,0.000855555555555555,0.000622222222222222
1211: Hairdressing salons and...,Denmark,0.0175796424764776,0.00826073267486871,0.00015736176342921,7.39448178581556e-05,2.90191764150975e-05,1.05147417861609e-05,0.00895136312582962,0.00789,0.00713857142857143
0313: Other articles of cloth...,Denmark,0.0526051101642062,0.0194066605010148,0.000193368227689128,7.13358746846465e-05,3.92401300614447e-05,1.91524479182038e-05,0.00367584493380076,0.00324,0.00394875
1112: Canteens,Denmark,0.0383435654915154,0.0299305837023007,8.61330561396827e-05,6.72345571747676e-05,4.66029348374979e-05,2.19295821763161e-05,0.00224634968176713,0.00193170731707317,0.00226975609756098
0211: Spirits,Denmark,0.0180764293331106,0.0181461208491043,5.96784876386688e-05,5.9908570925534e-05,3.63669514887463e-05,1.45641827696218e-05,0.0033014533201729,0.00311785714285714,0.00311785714285714
0951: Books,Denmark,-0.0672358005564875,0.0149999693284517,-0.000256302020432477,5.71796931617914e-05,5.1988839339799e-05,1.51421187170124e-05,0.00381198733875634,0.00410666666666667,0.00298666666666667
0912: Photographic and cinema...,Denmark,0.00694792205822936,0.0242767676537277,1.39521255721566e-05,4.87501886106644e-05,3.70086583507706e-05,1.2540992184378e-05,0.00200810047309486,0.0019175,0.0016225
1212: Electrical appliances f...,Denmark,0.0694805701664958,0.0380446342541938,8.67098092680591e-05,4.74786400276973e-05,4.79020720198164e-05,1.73567268452323e-05,0.00124797204542618,0.0011,0.000995238095238095
0444: Other services relating...,Denmark,0.0533197738707214,0.0245134183660694,9.73926868065093e-05,4.47756527113573e-05,2.19197603649575e-05,7.95541875197625e-06,0.00182657726648741,0.00171733333333333,0.00155633333333333
0732: Passenger transport by ...,Denmark,0.0687488628289517,0.0388958374722175,7.79969626957917e-05,4.41281071352433e-05,4.6227247202571e-05,1.28786221676749e-05,0.00113452004129653,0.00153333333333333,0.00106666666666667
0441: Water supply,Denmark,0.0138952465746771,0.00446978755501037,0.00012469668652723,4.01121127714419e-05,2.65424085026633e-05,9.63313333763767e-06,0.00897405352665555,0.00843733333333333,0.00764633333333333
0311: Clothing materials,Denmark,0.0963448825885756,0.078715919218165,4.7001236074433e-05,3.84010588064973e-05,,,0.000487843617757508,,
"0932: Equipment for sport, ca...",Denmark,-0.0231656770902363,0.014045704976325,-5.96599695890047e-05,3.61727537027985e-05,3.62035536980425e-05,1.87630823662846e-05,0.00257536049374312,0.0019295,0.002497
1253: Total,Denmark,0.00656224082168699,0.00560841482918706,4.09474655040995e-05,3.49957246298955e-05,1.45389772029687e-05,8.73382202518098e-06,0.00623986022713091,0.00373214285714286,0.00559821428571429
0712: Motor cycles,Denmark,0.035291526462754,0.0268995951590643,4.04393335005407e-05,3.08233111088287e-05,4.71014564515126e-06,8.56095509186983e-06,0.0011458652417095,0.000234464285714286,0.00106410714285714
"0314: Cleaning, repair and hi...",Denmark,0.0953620896482776,0.0622621080426893,3.67846686412017e-05,2.40167871918523e-05,,,0.00038573681404082,,
0533: Repair of household app...,Denmark,0.0179747295342074,0.0415102233249973,8.9727839931149e-06,2.07214393235978e-05,,,0.000499188818170473,,
0731: Passenger transport by ...,Denmark,-0.00392129888420456,0.00624352620626256,-9.38695148301241e-06,1.49459858357601e-05,,,0.00239383728713568,,
1252: Total,Denmark,0.0248094979292368,0.00395285887756858,7.29004000734299e-05,1.16151078280778e-05,4.09502437935881e-06,2.45995393065162e-06,0.00293840690695801,0.0017575,0.00263625
0621: Medical services,Denmark,-0.0138590841417885,0.0144530115931287,-1.03774497504968e-05,1.08221726642671e-05,1.25868772160327e-05,3.15048369413463e-06,0.00074878322725571,0.00088,0.00055
0735: Combined passenger tran...,Denmark,-0.000126485242908148,0.00559831052608795,-1.79375053759441e-07,7.93924436156012e-06,7.2273802330281e-06,2.0135029645052e-06,0.00141815005162066,0.00191666666666667,0.00133333333333333
0736: Other purchased transpo...,Denmark,0.0662880542390922,0.0264608203090522,1.50410252065603e-05,6.00406618995318e-06,,,0.000226904008259306,,
0953: Miscellaneous printed m...,Denmark,-0.0134764995713811,0.00573415064271377,-1.11612319606868e-05,4.74902144149966e-06,3.4380797946998e-05,1.00136515973444e-05,0.000828199630146467,0.000892222222222222,0.000648888888888889
"0513: Repair of furniture, fu...",Denmark,0.0166862026209309,0.0168692665759989,3.97547457018197e-06,4.01908941261332e-06,,,0.000238249208672271,,
0322: Repair and hire of foot...,Denmark,0.0278171180807145,0.0311875130984751,2.84031701583144e-06,3.18445727835762e-06,,,0.000102106803716688,,
0922: Musical instruments and...,Denmark,0.0171034134325423,-0.00160265812882543,1.99862902732135e-05,-1.87279519949422e-06,,,0.00116855564253543,,
0914: Recording media,Denmark,0.00434586041735341,-0.000757896590426355,1.17838131189937e-05,-2.05503880185493e-06,-8.33046130636128e-06,-2.8229137394051e-06,0.00271150289869871,0.00258916666666667,0.00219083333333333
0734: Passenger transport by ...,Denmark,0.320586650830944,-0.00488748001799333,0.000327340782305855,-4.99044962866478e-06,-1.66443509067999e-05,-4.63701214168235e-06,0.00102106803716688,0.00138,0.00096
"0915: Repair of audio-visual,...",Denmark,-0.0291596638074464,-0.00774080799184607,-4.10219565039011e-05,-1.08898062351964e-05,,,0.0014068048512077,,
"1213: Other appliances, artic...",Denmark,0.0104235224772626,-0.00169176541210436,0.000171354322743196,-2.78112621778158e-05,6.29184504179033e-06,2.279772693292e-06,0.0164391953983867,0.01449,0.01311
0613: Therapeutic appliances ...,Denmark,0.0217768049289795,-0.0083385599171405,0.00016800230706586,-6.43297907225252e-05,-9.60975036146932e-05,-1.79596599721832e-05,0.0077147362808164,0.00927272727272727,0.00432727272727273
0612: Other medical products,Denmark,-0.101996160023428,-0.103132899906354,-0.000126131189573235,-0.000127536912628258,-0.000114518890568243,-2.14024325048423e-05,0.00123662684501322,0.00148636363636364,0.000693636363636364
0913: Information processing ...,Denmark,-0.046636437290779,-0.0210357198373797,-0.00070634813636012,-0.000318603700610394,-0.000310033521799987,-0.000105059954806707,0.0151458425513087,0.0144625,0.0122375
"0931: Games, toys and hobbies",Denmark,-0.062860715492733,-0.0373764664275016,-0.000542007235679261,-0.000322273061784841,-9.63716300617651e-05,-4.99461695861027e-05,0.00862235231385363,0.00646,0.00836
00: Total,Estonia,0.240568062037229,0.155112326980603,0.240568062037229,0.155112326980603,0.12330144204016,0.0499394942145039,1,1,1
0451: Electricity,Estonia,1.04902453674422,0.925986554101748,0.0497374858772641,0.043903875976165,0.0593612222507935,0.0117944120597566,0.0474130815201241,0.0681564179104478,0.033435223880597
0452: Gas,Estonia,2.58990212976168,1.44929052590644,0.034261810457441,0.0191726616715592,0.0193287731788418,0.00384041141399821,0.0132289981400161,0.0190167164179104,0.0093289552238806
0722: Fuels and lubricants fo...,Estonia,0.382107154002552,0.244341829444879,0.0244291880741003,0.015621462313262,0.0112832297020303,0.00616408971792846,0.0639328204620244,0.042336779661017,0.0571054237288136
0455: Heat energy,Estonia,0.633038927885255,0.337540633919798,0.0246078459767196,0.0131210697549524,0.0167309118852773,0.00332424538155129,0.0388725635861371,0.0558794029850746,0.0274125373134328
0454: Solid fuels,Estonia,1.17627187653338,0.780947426713835,0.0134507267113302,0.00893017220100676,0.00889765387407828,0.00176786447746308,0.0114350491409956,0.0164379104477612,0.00806388059701493
0112: Meat,Estonia,0.244563026225211,0.173754646024377,0.0102442948879404,0.00727826221116628,0.00655832073385596,0.00167866979886763,0.0418881588360243,0.0514479396984925,0.032513567839196
"0114: Milk, cheese and eggs",Estonia,0.336156397916629,0.180545653434053,0.0122459325464616,0.00657714655205992,0.00518550918750706,0.00132728453182874,0.0364292710844037,0.044743216080402,0.0282763819095477
0411: Actual rentals paid by ...,Estonia,0.268292267239691,0.211461873807776,0.00807289220494288,0.00636287035131091,0.00376031485547973,0.00186144569086635,0.0300899175663926,0.0196848,0.0240592
0111: Bread and cereals,Estonia,0.271928444991315,0.155640002627382,0.00960388263366164,0.00549684428336985,0.00425929267512876,0.00109020986749956,0.0353176830543358,0.0433779396984925,0.027413567839196
0119: Food products n.e.c.,Estonia,0.343494541881381,0.222679638930417,0.00636248020587892,0.00412465009541929,0.00326321005320204,0.000835252252210421,0.0185227985604385,0.0227501005025126,0.0143773869346734
0711: Motor cars,Estonia,0.157685162712309,0.0705578140872212,0.00741559855460203,0.00331818425501256,0.000228725983444078,0.00155941465286132,0.0470278777473283,0.00413516129032258,0.0696085483870968
"0118: Sugar, jam, honey, choc...",Estonia,0.240314926908332,0.16222688820189,0.00468669781844316,0.00316380015511329,0.00183327663922402,0.000469246054305965,0.0195023167255478,0.0239531658291457,0.0151376884422111
"1111: Restaurants, cafés and ...",Estonia,0.14177545751572,0.0949295857167303,0.0044813408831638,0.0030006027908393,0.00123930850294202,0.00107559464701093,0.0316087210134161,0.0177388235294118,0.0380117647058824
0312: Garments,Estonia,0.10683329692961,0.0617576499739938,0.00452325742935043,0.00261478169346534,0.00151947339278213,0.000857187163960337,0.0423393975412994,0.030776,0.0428665714285714
"1213: Other appliances, artic...",Estonia,0.152477157685354,0.118121059655503,0.0033613073468679,0.00260393879101015,0.000901664449335222,0.000452837741387113,0.0220446616260002,0.0161532258064516,0.02003
0511: Furniture and furnishings,Estonia,0.159700483229843,0.104288846360741,0.00362072831526703,0.0023644360452023,0.000508205326212989,0.000914813738077317,0.0226719934845533,0.00662142857142857,0.0294285714285714
0113: Fish and seafood,Estonia,0.351162012096103,0.179717975758717,0.00407352726416497,0.00208475304530753,0.00255276972320349,0.000653407726109463,0.0116001364721938,0.0142475376884422,0.00900402010050251
0561: Non-durable household g...,Estonia,0.23219273020784,0.152739157004507,0.00307934361167549,0.00202562908388011,0.00121944499894887,0.000348634631444863,0.0132620156062557,0.0146321428571429,0.0103285714285714
0431: Materials for the maint...,Estonia,0.231708998021339,0.158941515375376,0.00236398720205348,0.001621584450457,0.00115111502974933,0.000329099356258974,0.010202397068049,0.010868275862069,0.00767172413793104
0934: Pets and related products,Estonia,0.230864731088714,0.158420349573862,0.00233758766249124,0.00160406248674297,0.0010379178122426,0.000407240220942848,0.0101253563134898,0.00892121212121212,0.00864242424242424
0117: Vegetables,Estonia,0.143092118994477,0.0589646717103445,0.00360954795495692,0.00148740413995124,0.000333841921867457,8.54502813413537e-05,0.0252253442070856,0.0309823115577889,0.0195798994974874
0732: Passenger transport by ...,Estonia,0.105950632653238,0.117244825688419,0.00125236327433748,0.0013858634924705,0.000569936721076417,0.000548234342563096,0.0118202529137914,0.00660923076923077,0.0156969230769231
0622: Dental services,Estonia,0.152404946658635,0.0842838220721776,0.00223421918038874,0.00123558018291831,0.000710489297611283,0.000287762053553023,0.0146597550104005,0.01443,0.01443
0531: Major household applian...,Estonia,0.152279313351821,0.0911448282368008,0.0019038894571672,0.00113954859485374,0.000536228641529762,0.000386103256081479,0.012502613882744,0.00786461538461538,0.0139815384615385
0830: Total,Estonia,0.00572976615056442,0.0266470731212012,0.000239315685953181,0.00111297082901309,0.000571099317765737,0.000196610428986328,0.0417670947931456,0.0370243902439024,0.0314707317073171
0321: Shoes and other footwear,Estonia,0.0607796058281691,0.0780825594429846,0.000828134755453642,0.0010638910928827,0.000696504628134714,0.000333388532519525,0.0136252077348918,0.0113483333333333,0.0134116666666667
0115: Oils and fats,Estonia,0.382596379219084,0.203720263656557,0.00189064366746314,0.00100670693016579,0.00085315266070455,0.000218373218308012,0.00494161411386624,0.00606939698492462,0.0038356783919598
0211: Spirits,Estonia,0.0608764519094467,0.0523138209038117,0.00096479337394045,0.000829089511467943,0.000356223950843392,0.000169738427346278,0.0158483837950276,0.0116571428571429,0.0137142857142857
1112: Canteens,Estonia,0.174569184177635,0.10208952908041,0.00140829632077796,0.000823583548672596,0.000293036386810382,0.000254325995734266,0.00806726758455223,0.00452735294117647,0.00970147058823529
"0121: Coffee, tea and cocoa",Estonia,0.221048086672525,0.11391020273639,0.00157159907980818,0.000809874324162268,0.000889895464506388,0.000280330600681942,0.00710976106360265,0.0072675,0.0056525
1211: Hairdressing salons and...,Estonia,0.120341957674813,0.0759434351621966,0.00121585627657057,0.000767282700816593,0.000462253412369877,0.000232154867989297,0.0101033446693301,0.00740322580645161,0.00918
1254: Total,Estonia,0.260963218869104,0.150819485725426,0.00132117278788245,0.000763550515993615,0.000229192489261037,0.000255275455061273,0.00506267815674492,0.00204444444444444,0.00562222222222222
0942: Cultural services,Estonia,0.143316091034478,0.103756225614847,0.00101736585242556,0.000736540050424011,0.000300122313156265,0.000154706876997954,0.00709875524152277,0.0059125,0.007525
0213: Beer,Estonia,0.108517605716908,0.0505909920487573,0.00154784579752713,0.000721606912703904,0.000301361209316938,0.000143596682961719,0.0142635454155248,0.0104914285714286,0.0123428571428571
0723: Maintenance and repair ...,Estonia,0.1457303010637,0.0705808091426947,0.00144028582510871,0.000697566245255279,0.00028760298253636,0.000157119072669321,0.00988322822773247,0.00654474576271186,0.00882779661016949
0941: Recreational and sporti...,Estonia,0.112086824547593,0.0588997233430781,0.00131255853797161,0.000689727227710846,0.00036605721428901,0.000188694961829569,0.0117101946929926,0.00975333333333333,0.0124133333333333
0734: Passenger transport by ...,Estonia,0.303660325791189,0.166469315197404,0.00117305306295008,0.000643078214352571,0.000414763800311504,0.000398970185590587,0.00386304355003797,0.00216,0.00513
"0122: Mineral waters, soft dr...",Estonia,0.0931758935309448,0.0494560919667462,0.00109520976316625,0.000581317685480953,0.000291268395229771,9.17539727429869e-05,0.0117542179813121,0.012015,0.009345
0212: Wine,Estonia,0.056497387395519,0.0451726568707269,0.000725019025799575,0.000579691153644221,0.000268774906293776,0.000128069518617252,0.0128327885451404,0.00943904761904762,0.0111047619047619
0552: Small tools and miscell...,Estonia,0.124213959732481,0.0788961824893135,0.00086672665357406,0.0005505131981623,0.000420096382658914,0.00018905249627977,0.00697769119864408,0.005706,0.00634
"0933: Gardens, plants and flo...",Estonia,0.136268160814334,0.0525451020348737,0.00128527986504534,0.000495604851849383,0.000394329441587263,0.000154720158977994,0.00943198952245738,0.00831030303030303,0.00805060606060606
0721: Spare parts and accesso...,Estonia,0.137759987889581,0.0706721039143226,0.000868760778119654,0.000445682036769426,0.000196344373949046,0.000107263998748039,0.00630633605177139,0.00417610169491526,0.0056328813559322
0733: Passenger transport by air,Estonia,0.293323215337918,0.0891555995580702,0.00144949014083848,0.000440572569106366,0.00014652517435133,0.000140945704424393,0.00494161411386624,0.00276307692307692,0.00656230769230769
0432: Services for the mainte...,Estonia,0.185755588850332,0.0951664839785293,0.0008545562577942,0.000437807093285626,0.000378622980925614,0.000108246852892372,0.00460043362938995,0.00490068965517241,0.00345931034482759
0444: Other services relating...,Estonia,0.0952761312285404,0.0394430615383439,0.00096785055330607,0.000400677362123369,0.000282716842016559,5.86493364307093e-05,0.0101583737797295,0.0140159259259259,0.00717888888888889
0623: Paramedical services,Estonia,0.157346304034416,0.109274072786567,0.000559347312962837,0.000388456273979607,0.000238123618152206,9.64447199828819e-05,0.00355488053180132,0.00349916666666667,0.00349916666666667
0611: Pharmaceutical products,Estonia,0.0430517525286451,0.0161288000782185,0.00103150598446925,0.000386440802657704,0.000496569687014007,5.17166819353436e-05,0.0239596746678993,0.0507966666666667,0.013062
0724: Other services in respe...,Estonia,0.110312099099244,0.0735061605696576,0.00057182948322981,0.000381036986477243,0.0001783606113949,9.74393715112358e-05,0.0051837421996236,0.00343271186440678,0.00463016949152542
0952: Newspapers and periodicals,Estonia,0.113268120139681,0.0763904040297643,0.000502383337364673,0.000338817895730787,0.00030303555414344,8.18235486005439e-05,0.00443534629819174,0.004836,0.003224
0954: Stationery and drawing ...,Estonia,0.213533833442734,0.148113534696708,0.000481773652675631,0.000334172798151299,0.000275346796492378,7.43472232110882e-05,0.00225619352637545,0.00246,0.00164
1232: Other personal effects,Estonia,0.113973648983585,0.0584679663651204,0.000612134366823936,0.000314022161171226,0.000169652143590701,8.01645067594657e-05,0.00537084117498157,0.00366,0.00427
"0931: Games, toys and hobbies",Estonia,0.0728321423382987,0.0520173725759661,0.000423232972943526,0.000302276804350712,0.000185423698642518,7.27533404981869e-05,0.00581107405817678,0.00512,0.00496
0951: Books,Estonia,0.0692698904509153,0.0639518088235054,0.000300374603379454,0.000277313838461618,0.000204542008264992,5.52290077031734e-05,0.00433629389947282,0.004728,0.003152
0116: Fruit,Estonia,0.0759468089177655,0.0151643050181263,0.00134155059170616,0.000267867507006226,-0.000100503624049473,-2.57249386260805e-05,0.0176643444382078,0.0216957286432161,0.0137110552763819
0613: Therapeutic appliances ...,Estonia,0.0930648071135718,0.0455074046162212,0.000396386572379264,0.000193827556228498,0.000285032426875577,2.96855240009193e-05,0.00425925314491366,0.00903,0.002322
0443: Sewerage collection,Estonia,0.0230883029045315,0.0164331495971735,0.000192103949943604,0.000136730402432982,,,0.00832040149238947,,
0621: Medical services,Estonia,0.0748722081443403,0.0376685984912084,0.000266985785306856,0.00013432194132963,0.000102716912470499,4.16023573704954e-05,0.0035658863538812,0.00351,0.00351
0453: Liquid fuels,Estonia,0.506871716175123,0.35361749646541,0.000189670357468597,0.000132322942514654,,,0.000374197950715929,,
0612: Other medical products,Estonia,0.0664570097296373,0.0592088349116249,0.000136774422683464,0.000121857035785143,0.000178909200698895,1.8633014599601e-05,0.00205808872893761,0.00436333333333333,0.001122
0551: Major tools and equipment,Estonia,0.0750571742940969,0.038980870255692,0.000228820255989532,0.000118837576747193,4.32402811905235e-05,1.94590656724241e-05,0.00304861271612683,0.002493,0.00277
"1231: Jewellery, clocks and w...",Estonia,0.0854454580830135,0.0416791029300323,0.000240741762354051,0.00011743047457202,8.27919190371324e-05,3.91210698126725e-05,0.00281749045244935,0.00192,0.00224
1252: Total,Estonia,0.19848378250456,0.126344709371376,0.000172573698482961,0.000109851663973968,3.77504156282834e-05,4.20465546638682e-05,0.00086945994431054,0.000351111111111111,0.000965555555555556
"0932: Equipment for sport, ca...",Estonia,0.0461171705368866,0.0201602431098515,0.000246165326271888,0.000107611823645767,0.000207383352674077,8.13694893436508e-05,0.00533782370874192,0.0047030303030303,0.00455606060606061
0935: Veterinary and other se...,Estonia,0.139131407229561,0.0675414755150816,0.00020059447229364,9.73787795916366e-05,6.17149687374205e-05,2.42146509171129e-05,0.00144176269246431,0.00127030303030303,0.00123060606060606
0313: Other articles of cloth...,Estonia,0.0662315090618826,0.0260569823609025,0.000239089763179995,9.4063351871276e-05,9.58998019294984e-05,5.41003742683447e-05,0.00360990964220072,0.002624,0.00365485714285714
0512: Carpets and other floor...,Estonia,0.0845859798855493,0.069205068802749,0.000101472268712923,8.30207954953131e-05,1.72271257901684e-05,3.10103230477109e-05,0.00119963460670695,0.000350357142857143,0.00155714285714286
0532: Small electric househol...,Estonia,0.0906515115478139,0.0396688635196043,0.000185571159770346,8.1205452445454e-05,3.69411622770433e-05,2.65989205610329e-05,0.00204708290685773,0.00128769230769231,0.00228923076923077
0713: Bicycles,Estonia,0.0596725533503606,0.0195030523941049,0.000198993888083548,6.50380787732226e-05,-1.66488489904744e-07,-1.13509006183238e-06,0.00333476409020372,0.000293225806451613,0.00493596774193548
"0314: Cleaning, repair and hi...",Estonia,0.208211899433311,0.0823757080511276,0.000153533389045155,6.07430298964963e-05,,,0.000737390079351977,,
0731: Passenger transport by ...,Estonia,0.0940492308128,0.0163716916309917,0.000217368711225807,3.78386242998455e-05,1.63989891007979e-05,1.57745389547726e-05,0.00231122263677485,0.00129230769230769,0.00306923076923077
"0915: Repair of audio-visual,...",Estonia,0.112781487580563,0.0865444582465649,3.22725776416134e-05,2.47648156459943e-05,,,0.000286151374076887,,
0442: Refuse collection,Estonia,-0.00192636625268172,0.00558528678684311,-8.31088774117867e-06,2.40965036753117e-05,2.09145422535769e-05,4.33870163579599e-06,0.00431428225531306,0.00595259259259259,0.00304888888888889
0562: Domestic services and h...,Estonia,0.211987687985346,0.0817314993843594,6.06605682043891e-05,2.33875808541987e-05,1.22164103015988e-05,3.49262468315368e-06,0.000286151374076887,0.000315714285714286,0.000222857142857143
0735: Combined passenger tran...,Estonia,0.00651795653103271,0.0384422503893345,3.80197990496179e-06,2.24236941111668e-05,,,0.000583308570233654,,
1255: Total,Estonia,0.140609404500135,0.0316125291927605,8.04711486116926e-05,1.80919373331082e-05,3.64835975192806e-06,4.06355678976866e-06,0.000572302748153773,0.000231111111111111,0.000635555555555556
0912: Photographic and cinema...,Estonia,0.0578090078994427,0.0390503730097871,2.09957766333367e-05,1.41827880974563e-05,,,0.000363192128636048,,
0322: Repair and hire of foot...,Estonia,0.0676544087970101,0.038907256742633,1.86148096534845e-05,1.0705158633141e-05,,,0.000275145551997006,,
1212: Electrical appliances f...,Estonia,0.0449132485339283,0.0194449986490428,1.97722888957543e-05,8.56032781899509e-06,9.85408077867545e-06,4.94895821450154e-06,0.00044023288319521,0.00032258064516129,4e-04
0311: Clothing materials,Estonia,0.0635192618089118,0.0190796180454362,2.37687775998833e-05,7.13955397304489e-06,,,0.000374197950715929,,
0533: Repair of household app...,Estonia,0.0794548902308243,0.0458140728763523,1.22425293935962e-05,7.05910148764522e-06,,,0.000154081509118324,,
0914: Recording media,Estonia,-0.153759744597457,-0.0605602150300276,-5.92288337230606e-05,-2.33280233108921e-05,,,0.000385203772795809,,
0441: Water supply,Estonia,0.0184361597771487,-0.0148480089208075,0.000102669977737833,-8.26877594779784e-05,-0.000100672523009489,-2.08844178832686e-05,0.00556894597241941,0.0076837037037037,0.00393555555555556
0911: Equipment for the recep...,Estonia,-0.04258320829593,-0.0390748663745003,-0.000204805824559728,-0.000187932298848314,-1.89232341174585e-05,-2.29928391369678e-05,0.00480954424890767,0.00194222222222222,0.00582666666666667
0913: Information processing ...,Estonia,-0.0739350397741064,-0.0496064056759029,-0.000506945001477733,-0.000340132628257311,-0.000120194119439596,-0.000146042903466191,0.0068566271557654,0.00276888888888889,0.00830666666666667
0820: Total,Estonia,-0.109141838516065,-0.0844029753094439,-0.000518916523469258,-0.000401295223843891,-0.000112220384459568,-0.000136354347874763,0.00475451513850827,0.001728,0.005184
00: Total,Greece,0.121240971389998,0.0724356088605236,0.121240971389998,0.0724356088605236,0.0884404889388028,0.0397461418864252,1,1,1
0452: Gas,Greece,2.88833152412195,2.03846034664852,0.031759563955675,0.0224145362849827,0.0195366197694145,0.00490045103320145,0.0109958166818575,0.0126446875,0.0070575
0453: Liquid fuels,Greece,0.657717469261795,0.349632398201854,0.0134420978959415,0.00714561060617265,0.0127939330154906,0.00320915506389824,0.0204374956180327,0.0235021875,0.0131175
"1111: Restaurants, cafés and ...",Greece,0.0708042296176474,0.0551112715492161,0.00904227050750507,0.00703815334269769,0.00550312040084237,0.00289234395396959,0.127708055808736,0.10075171875,0.11782828125
0111: Bread and cereals,Greece,0.184119773821456,0.127899694641161,0.0089372682284504,0.00620831675827179,0.00705122974815103,0.00250494100682032,0.0485405127486036,0.0459126315789474,0.0362928421052632
0112: Meat,Greece,0.173909206105535,0.134405688771993,0.00777915399953247,0.00601211732710732,0.00786771101659944,0.0027949950092691,0.0447311224847508,0.0423094736842105,0.0334446315789474
"0114: Milk, cheese and eggs",Greece,0.231947995394207,0.150069450893107,0.00877346585677449,0.00567639828625333,0.0057983421009168,0.00205985415579003,0.0378251419757414,0.0357773684210526,0.0282811578947368
0722: Fuels and lubricants fo...,Greece,0.181187416335226,0.0886640953255053,0.00944915093954184,0.0046239437406545,0.00569403714341034,0.00570845767136723,0.0521512538269181,0.022315,0.0497796153846154
0711: Motor cars,Greece,0.139807626259585,0.0725106240100504,0.00678143280520154,0.00351716095568626,0.00187041434846468,0.00197784721009465,0.0485054570099792,0.0227635483870968,0.0535612903225806
0733: Passenger transport by air,Greece,0.575966377297181,0.40109498804696,0.00339880600779495,0.00236688131253026,0.00351493678844868,0.00140413492097536,0.00590104933510949,0.007575,0.00673333333333333
0115: Oils and fats,Greece,0.170157820950198,0.131408238170299,0.00268624197929043,0.00207451132029347,0.00261203512392275,0.000927922380473391,0.0157867676271939,0.0149321052631579,0.0118034736842105
0561: Non-durable household g...,Greece,0.144742450973584,0.110257795390083,0.00263174243047157,0.00200473403943734,0.00172632836761293,0.000711178616373521,0.0181822430998621,0.0162365217391304,0.0148834782608696
0117: Vegetables,Greece,0.0831312360491532,0.0567314552596183,0.00246155030672082,0.00167984187089991,0.00172774293001331,0.000613778627163451,0.0296104138914207,0.0280073684210526,0.0221391578947368
"1213: Other appliances, artic...",Greece,0.065916854044709,0.0598296436940324,0.00182165229166067,0.00165342853696495,0.00141583343773705,0.000704465405717307,0.0276356072822454,0.0228344827586207,0.0252810344827586
